Year,Country,Origin,Refugees,Asylum-seekers (pending cases),Returned refugees,Internally displaced persons (IDPs),Returned IDPs,Stateless persons,Others of concern,Total Population,Indicator,2016,2017
2010,Israel,Central African Rep.,,13,,,,,,13,Central African Rep.,,[nan]
2010,Israel,C̫te d'Ivoire,168,710,,,,,,878,C̫te d'Ivoire,,[nan]
2010,Israel,Cameroon,,20,,,,,,20,Cameroon,,[nan]
2010,Israel,Dem. Rep. of the Congo,75,12,,,,,,87,Dem. Rep. of the Congo,,['209']
2010,Israel,Colombia,,265,,,,,,265,Colombia,,[nan]
2010,Israel,Ecuador,,11,,,,,,11,Ecuador,,[nan]
2010,Israel,Egypt,,9,,,,,,9,Egypt,,[nan]
2010,Israel,Eritrea,16997,,,,,,,16997,Eritrea,,['22010']
2010,Israel,Ethiopia,85,693,,,,,,778,Ethiopia,,['89']
2010,Israel,Georgia,,229,,,,,,229,Georgia,,[nan]
2010,Israel,Ghana,,462,,,,,,462,Ghana,,[nan]
2010,Israel,Guinea,,59,,,,,,59,Guinea,,[nan]
2010,Israel,Guinea-Bissau,,2,,,,,,2,Guinea-Bissau,,[nan]
2010,Israel,India,,12,,,,,,12,India,,[nan]
2010,Israel,Israel,,,,,,9,,9,Israel,,[]
2010,Israel,Kenya,,23,,,,,,23,Kenya,,[nan]
2010,Israel,Liberia,1,60,,,,,,61,Liberia,,[nan]
2010,Israel,Sri Lanka,,11,,,,,,11,Sri Lanka,,[nan]
2010,Israel,Rep. of Moldova,,16,,,,,,16,Rep. of Moldova,,[nan]
2010,Israel,Mali,,23,,,,,,23,Mali,,[nan]
2010,Israel,Mauritania,,3,,,,,,3,Mauritania,,[nan]
2010,Israel,Niger,,19,,,,,,19,Niger,,[nan]
2010,Israel,Nigeria,,1114,,,,,,1114,Nigeria,,[nan]
2010,Israel,Nepal,1,8,,,,,,9,Nepal,,[nan]
2010,Israel,Philippines,,168,,,,,,168,Philippines,,[nan]
2010,Israel,Dem. People's Rep. of Korea,2,,,,,,,2,Dem. People's Rep. of Korea,,[nan]
2010,Israel,Sudan,8137,,,,,,,8137,Sudan,,['3187']
2010,Israel,Senegal,,1,,,,,,1,Senegal,,[]
2010,Israel,Sierra Leone,2,,,,,,,2,Sierra Leone,,[nan]
2010,Israel,Somalia,,29,,,,,,29,Somalia,,[nan]
2010,Israel,Chad,1,39,,,,,,40,Chad,,[nan]
2010,Israel,Togo,,29,,,,,,29,Togo,,[nan]
2010,Israel,Turkey,,243,,,,,,243,Turkey,,[nan]
2010,Israel,Stateless,,1238,,,,,,1238,Stateless,,[nan]
2010,Israel,South Africa,1,13,,,,,,14,South Africa,,[nan]
2010,Israel,Zimbabwe,,13,,,,,,13,Zimbabwe,,[nan]
2010,Italy,Afghanistan,3665,304,,,,,,3969,Afghanistan,,['17171']
2010,Italy,Angola,95,1,,,,,,96,Angola,,['35']
2010,Italy,Albania,177,11,,,,,,188,Albania,,['538']
2010,Italy,Armenia,71,18,,,,,,89,Armenia,,['289']
2010,Italy,Antigua and Barbuda,,4,,,,,,4,Antigua and Barbuda,,[]
2010,Italy,Azerbaijan,41,6,,,,,,47,Azerbaijan,,['62']
2010,Italy,Burundi,11,5,,,,,,16,Burundi,,['19']
2010,Italy,Benin,38,6,,,,,,44,Benin,,['228']
2010,Italy,Burkina Faso,301,26,,,,,,327,Burkina Faso,,['1014']
2010,Italy,Bangladesh,641,122,,,,,,763,Bangladesh,,['5671']
2010,Italy,Bosnia and Herzegovina,105,288,4,,,,,397,Bosnia and Herzegovina,,['618']
2010,Italy,Belarus,16,1,,,,,,17,Belarus,,['34']
2010,Italy,Bolivia (Plurinational State of),5,,,,,,,5,Bolivia (Plurinational State of),,['13']
2010,Italy,Brazil,11,,,,,,,11,Brazil,,['100']
2010,Italy,Bhutan,1,,,,,,,1,Bhutan,,[nan]
2010,Italy,Central African Rep.,13,1,,,,,,14,Central African Rep.,,['90']
2010,Italy,Chile,3,1,,,,,,4,Chile,,['8']
2010,Italy,China,69,11,,,,,,80,China,,['166']
2010,Italy,C̫te d'Ivoire,2973,112,,,,,,3085,C̫te d'Ivoire,,['6412']
2010,Italy,Cameroon,514,22,,,,,,536,Cameroon,,['1348']
2010,Italy,Dem. Rep. of the Congo,455,19,,,,,,474,Dem. Rep. of the Congo,,['556']
2010,Italy,Congo,608,22,,,,,,630,Congo,,['425']
2010,Italy,Colombia,426,19,,,,,,445,Colombia,,['353']
2010,Italy,Cabo Verde,17,,,,,,,17,Cabo Verde,,[nan]
2010,Italy,Cuba,88,2,,,,,,90,Cuba,,['195']
2010,Italy,Djibouti,1,,,,,,,1,Djibouti,,[nan]
2010,Italy,Algeria,61,27,,,,,,88,Algeria,,['186']
2010,Italy,Ecuador,8,,,,,,,8,Ecuador,,['31']
2010,Italy,Egypt,23,9,,,,,,32,Egypt,,['1995']
2010,Italy,Eritrea,10856,155,,,,,,11011,Eritrea,,['7940']
2010,Italy,Ethiopia,2178,13,,,,,,2191,Ethiopia,,['1309']
2010,Italy,Gabon,3,1,,,,,,4,Gabon,,['29']
2010,Italy,Georgia,84,41,,,,,,125,Georgia,,['329']
2010,Italy,Ghana,604,136,,,,,,740,Ghana,,['4861']
2010,Italy,Guinea,516,55,,,,,,571,Guinea,,['3387']
2010,Italy,Gambia,216,36,,,,,,252,Gambia,,['10273']
2010,Italy,Guinea-Bissau,15,3,,,,,,18,Guinea-Bissau,,['709']
2010,Italy,Equatorial Guinea,1,,,,,,,1,Equatorial Guinea,,['14']
2010,Italy,Guatemala,3,,,,,,,3,Guatemala,,['6']
2010,Italy,Honduras,6,1,,,,,,7,Honduras,,['42']
2010,Italy,Croatia,14,24,,,,,,38,Croatia,,['18']
2010,Italy,India,87,21,,,,,,108,India,,['205']
2010,Italy,Iran (Islamic Rep. of),787,87,,,,,,874,Iran (Islamic Rep. of),,['1828']
2010,Italy,Iraq,1952,191,,,,,,2143,Iraq,,['5359']
2010,Italy,Israel,1,,,,,,,1,Israel,,['7']
2010,Italy,Italy,,,,,,854,,854,Italy,,[]
2010,Italy,Jordan,5,,,,,,,5,Jordan,,['27']
2010,Italy,Kenya,65,19,,,,,,84,Kenya,,['138']
2010,Italy,Kyrgyzstan,3,1,,,,,,4,Kyrgyzstan,,['25']
2010,Italy,Cambodia,1,,,,,,,1,Cambodia,,[nan]
2010,Italy,Kuwait,3,1,,,,,,4,Kuwait,,[nan]
2010,Italy,Lebanon,214,5,,,,,,219,Lebanon,,['313']
2010,Italy,Liberia,1356,22,,,,,,1378,Liberia,,['320']
2010,Italy,Libya,8,,,,,,,8,Libya,,['837']
2010,Italy,Sri Lanka,1004,27,,,,,,1031,Sri Lanka,,['517']
2010,Italy,Morocco,83,20,,,,,,103,Morocco,,['746']
2010,Italy,Rep. of Moldova,111,1,,,,,,112,Rep. of Moldova,,['100']
2010,Italy,Madagascar,4,3,,,,,,7,Madagascar,,['18']
2010,Italy,The former Yugoslav Republic of Macedonia,207,4,,,,,,211,The former Yugoslav Republic of Macedonia,,['56']
2010,Italy,Mali,114,39,,,,,,153,Mali,,['13206']
2010,Italy,Myanmar,16,,,,,,,16,Myanmar,,['34']
2010,Italy,Montenegro,14,13,,,,,,27,Montenegro,,['81']
2010,Italy,Mongolia,5,1,,,,,,6,Mongolia,,[nan]
2010,Italy,Mauritania,90,10,,,,,,100,Mauritania,,['342']
2010,Italy,Malawi,1,,,,,,,1,Malawi,,[nan]
2010,Italy,Niger,67,5,,,,,,72,Niger,,['431']
2010,Italy,Nigeria,2200,831,,,,,,3031,Nigeria,,['18026']
2010,Italy,Nepal,21,5,,,,,,26,Nepal,,['95']
2010,Italy,Pakistan,1146,436,,,,,,1582,Pakistan,,['15966']
2010,Italy,Peru,12,,,,,,,12,Peru,,['70']
2010,Italy,Palestinian,374,30,,,,,,404,Palestinian,,['954']
2010,Italy,Romania,71,,,,,,,71,Romania,,[]
2010,Italy,Russian Federation,255,13,,,,,,268,Russian Federation,,['208']
2010,Italy,Rwanda,35,,,,,,,35,Rwanda,,['13']
2010,Italy,Saudi Arabia,4,,,,,,,4,Saudi Arabia,,['7']
2010,Italy,Sudan,2145,19,,,,,,2164,Sudan,,['1665']
2010,Italy,Senegal,129,73,,,,,,202,Senegal,,['6197']
2010,Italy,Sierra Leone,368,7,,,,,,375,Sierra Leone,,['539']
2010,Italy,El Salvador,30,8,,,,,,38,El Salvador,,['674']
2010,Italy,Somalia,7865,59,,,,,,7924,Somalia,,['15641']
2010,Italy,Serbia and Kosovo (S/RES/1244 (1999)),3565,104,,,,,,3669,Serbia and Kosovo (S/RES/1244 (1999)),,['1128']
2010,Italy,Syrian Arab Rep.,211,29,,,,,,240,Syrian Arab Rep.,,['3618']
2010,Italy,Chad,61,1,,,,,,62,Chad,,['448']
2010,Italy,Togo,1498,20,,,,,,1518,Togo,,['963']
2010,Italy,Tajikistan,1,,,,,,,1,Tajikistan,,['8']
2010,Italy,Tunisia,65,31,,,,,,96,Tunisia,,['601']
2010,Italy,Turkey,2001,336,,,,,,2337,Turkey,,['2456']
2010,Italy,United Rep. of Tanzania,2,,,,,,,2,United Rep. of Tanzania,,['26']
2010,Italy,Uganda,24,3,,,,,,27,Uganda,,['67']
2010,Italy,Ukraine,71,6,,,,,,77,Ukraine,,['4947']
2010,Italy,Uruguay,3,,,,,,,3,Uruguay,,[nan]
2010,Italy,Uzbekistan,5,,,,,,,5,Uzbekistan,,['6']
2010,Italy,Viet Nam,9,,,,,,,9,Viet Nam,,['7']
2010,Italy,Stateless,9,1,,,,,,10,Stateless,,['19']
2010,Italy,Various/Unknown,3058,87,,,,,,3145,Various/Unknown,,['1353']
2010,Italy,Yemen,4,,,,,,,4,Yemen,,['113']
2010,Italy,South Africa,1,,,,,,,1,South Africa,,['8']
2010,Italy,Zimbabwe,23,5,,,,,,28,Zimbabwe,,['24']
2010,Jamaica,Haiti,19,,,,,,,19,Haiti,,['8']
2010,Jamaica,Rwanda,1,,,,,,,1,Rwanda,,[]
2010,Jamaica,Sierra Leone,1,,,,,,,1,Sierra Leone,,[nan]
2010,Jordan,Afghanistan,15,37,,,,,,52,Afghanistan,,['8']
2010,Jordan,Bangladesh,,1,,,,,,1,Bangladesh,,[nan]
2010,Jordan,Bosnia and Herzegovina,12,,1,,,,,13,Bosnia and Herzegovina,,['10']
2010,Jordan,Colombia,,2,,,,,,2,Colombia,,[]
2010,Jordan,Algeria,1,2,,,,,,3,Algeria,,[nan]
2010,Jordan,Egypt,21,75,,,,,,96,Egypt,,['79']
2010,Jordan,Eritrea,6,2,,,,,,8,Eritrea,,['25']
2010,Jordan,Indonesia,1,,,,,,,1,Indonesia,,[nan]
2010,Jordan,India,,6,,,,,,6,India,,[nan]
2010,Jordan,Iraq,450000,1360,106,,,,,451466,Iraq,,['34037']
2010,Jordan,Kuwait,11,2,,,,,,13,Kuwait,,[]
2010,Jordan,Lebanon,5,4,,,,,,9,Lebanon,,['6']
2010,Jordan,Libya,,2,,,,,,2,Libya,,['27']
2010,Jordan,Sri Lanka,2,22,,,,,,24,Sri Lanka,,['5']
2010,Jordan,Morocco,1,1,,,,,,2,Morocco,,[nan]
2010,Jordan,Oman,,1,,,,,,1,Oman,,[nan]
2010,Jordan,Pakistan,,8,,,,,,8,Pakistan,,['5']
2010,Jordan,Philippines,,2,,,,,,2,Philippines,,[nan]
2010,Jordan,Russian Federation,41,6,,,,,,47,Russian Federation,,['25']
2010,Jordan,Saudi Arabia,,1,,,,,,1,Saudi Arabia,,[nan]
2010,Jordan,Sudan,318,225,,,,,,543,Sudan,,['2567']
2010,Jordan,Somalia,230,68,,,,,,298,Somalia,,['645']
2010,Jordan,Syrian Arab Rep.,198,287,,,,,,485,Syrian Arab Rep.,,['653031']
2010,Jordan,Chad,,1,,,,,,1,Chad,,[nan]
2010,Jordan,Tunisia,2,7,,,,,,9,Tunisia,,['8']
2010,Jordan,Turkey,1,,,,,,,1,Turkey,,[nan]
2010,Jordan,Stateless,46,14,,,,,,60,Stateless,,['11']
2010,Jordan,Yemen,4,23,,,,,,27,Yemen,,['494']
2010,Japan,Afghanistan,54,1,,,,,,55,Afghanistan,,['51']
2010,Japan,Angola,,8,,,,,,8,Angola,,[]
2010,Japan,Armenia,,1,,,,,,1,Armenia,,[]
2010,Japan,Burundi,7,1,,,,,,8,Burundi,,['8']
2010,Japan,Bangladesh,12,46,,,,,,58,Bangladesh,,['27']
2010,Japan,China,69,17,,,,,,86,China,,['69']
2010,Japan,Cameroon,,19,,,,,,19,Cameroon,,['17']
2010,Japan,Dem. Rep. of the Congo,2,23,,,,,,25,Dem. Rep. of the Congo,,['7']
2010,Japan,Ethiopia,11,24,,,,,,35,Ethiopia,,['23']
2010,Japan,Ghana,,9,,,,,,9,Ghana,,[nan]
2010,Japan,Guinea,,2,,,,,,2,Guinea,,[]
2010,Japan,Guinea-Bissau,,1,,,,,,1,Guinea-Bissau,,[]
2010,Japan,Indonesia,,3,,,,,,3,Indonesia,,[nan]
2010,Japan,India,,79,,,,,,79,India,,[nan]
2010,Japan,Iran (Islamic Rep. of),33,24,,,,,,57,Iran (Islamic Rep. of),,['17']
2010,Japan,Iraq,6,2,,,,,,8,Iraq,,['13']
2010,Japan,Jordan,,2,,,,,,2,Jordan,,[]
2010,Japan,Japan,,,,,,1397,,1397,Japan,,[]
2010,Japan,Cambodia,73,,,,,,,73,Cambodia,,[nan]
2010,Japan,Rep. of Korea,,1,,,,,,1,Rep. of Korea,,[]
2010,Japan,Lao People's Dem. Rep.,,1,,,,,,1,Lao People's Dem. Rep.,,[]
2010,Japan,Liberia,,2,,,,,,2,Liberia,,[]
2010,Japan,Sri Lanka,11,260,,,,,,271,Sri Lanka,,['59']
2010,Japan,Morocco,,1,,,,,,1,Morocco,,[]
2010,Japan,Mexico,,1,,,,,,1,Mexico,,[]
2010,Japan,Mali,,1,,,,,,1,Mali,,[]
2010,Japan,Myanmar,1467,925,,,,,,2392,Myanmar,,['1469']
2010,Japan,Mongolia,,1,,,,,,1,Mongolia,,[nan]
2010,Japan,Mauritius,,1,,,,,,1,Mauritius,,[]
2010,Japan,Malaysia,,5,,,,,,5,Malaysia,,[]
2010,Japan,Nigeria,,26,,,,,,26,Nigeria,,[nan]
2010,Japan,Nepal,,102,,,,,,102,Nepal,,[nan]
2010,Japan,Pakistan,14,143,,,,,,157,Pakistan,,['34']
2010,Japan,Peru,,4,,,,,,4,Peru,,[]
2010,Japan,Philippines,,6,,,,,,6,Philippines,,[nan]
2010,Japan,Poland,,1,,,,,,1,Poland,,[]
2010,Japan,Russian Federation,,3,,,,,,3,Russian Federation,,[]
2010,Japan,Sudan,16,4,,,,,,20,Sudan,,['15']
2010,Japan,Senegal,,2,,,,,,2,Senegal,,[nan]
2010,Japan,Somalia,2,,,,,,,2,Somalia,,['5']
2010,Japan,Thailand,,2,,,,,,2,Thailand,,[nan]
2010,Japan,Tunisia,,2,,,,,,2,Tunisia,,[nan]
2010,Japan,Turkey,15,189,,,,,,204,Turkey,,['39']
2010,Japan,United Rep. of Tanzania,,1,,,,,,1,United Rep. of Tanzania,,[]
2010,Japan,Uganda,,33,,,,,,33,Uganda,,[nan]
2010,Japan,United States of America,,1,,,,,,1,United States of America,,[]
2010,Japan,Viet Nam,584,3,,,,,,587,Viet Nam,,[nan]
2010,Japan,Stateless,4,5,,,,,,9,Stateless,,['9']
2010,Japan,Various/Unknown,206,1056,,,,,,1262,Various/Unknown,,['261']
2010,Japan,South Africa,,2,,,,,,2,South Africa,,[]
2010,Japan,Zimbabwe,,1,,,,,,1,Zimbabwe,,[]
2010,Kazakhstan,Afghanistan,593,22,,,,,,615,Afghanistan,,['561']
2010,Kazakhstan,China,19,40,,,,,,59,China,,['6']
2010,Kazakhstan,Ethiopia,2,,,,,,,2,Ethiopia,,[nan]
2010,Kazakhstan,Kazakhstan,,,,,,7966,,7966,Kazakhstan,,[nan]
2010,Kazakhstan,Kyrgyzstan,3,18,,,,,,21,Kyrgyzstan,,[]
2010,Kazakhstan,Sri Lanka,,1,,,,,,1,Sri Lanka,,[]
2010,Kazakhstan,Nigeria,1,,,,,,,1,Nigeria,,[]
2010,Kazakhstan,Palestinian,,8,,,,,,8,Palestinian,,[nan]
2010,Kazakhstan,Russian Federation,3692,4,3,,,,,3699,Russian Federation,,[]
2010,Kazakhstan,Somalia,1,,,,,,,1,Somalia,,[]
2010,Kazakhstan,Turkmenistan,1,,,,,,,1,Turkmenistan,,[nan]
2010,Kazakhstan,Uzbekistan,94,221,,,,,,315,Uzbekistan,,['18']
2010,Kenya,Afghanistan,,2,,,,,,2,Afghanistan,,['8']
2010,Kenya,Burundi,765,731,1,,,,,1497,Burundi,,['1902']
2010,Kenya,Central African Rep.,1,,,,,,,1,Central African Rep.,,[nan]
2010,Kenya,C̫te d'Ivoire,2,1,,,,,,3,C̫te d'Ivoire,,[nan]
2010,Kenya,Cameroon,1,,,,,,,1,Cameroon,,[nan]
2010,Kenya,Dem. Rep. of the Congo,4879,4254,3,,,,,9136,Dem. Rep. of the Congo,,['13941']
2010,Kenya,Congo,22,34,,,,,,56,Congo,,['26']
2010,Kenya,Djibouti,2,,,,,,,2,Djibouti,,[nan]
2010,Kenya,Egypt,3,,,,,,,3,Egypt,,[nan]
2010,Kenya,Eritrea,1225,461,,,,,,1686,Eritrea,,['702']
2010,Kenya,Ethiopia,21253,14056,,,,,,35309,Ethiopia,,['17873']
2010,Kenya,India,1,1,,,,,,2,India,,[nan]
2010,Kenya,Iran (Islamic Rep. of),8,1,,,,,,9,Iran (Islamic Rep. of),,[]
2010,Kenya,Iraq,2,,1,,,,,3,Iraq,,[nan]
2010,Kenya,Kenya,,,,300000.0,,20000,,320000,Kenya,,[]
2010,Kenya,Liberia,1,1,,,,,,2,Liberia,,[nan]
2010,Kenya,Sri Lanka,8,13,,,,,,21,Sri Lanka,,['9']
2010,Kenya,Mozambique,2,,5,,,,,7,Mozambique,,['7']
2010,Kenya,Namibia,,,1,,,,,1,Namibia,,[]
2010,Kenya,Nigeria,1,1,,,,,,2,Nigeria,,[nan]
2010,Kenya,Pakistan,6,1,,,,,,7,Pakistan,,['9']
2010,Kenya,Palestinian,1,,,,,,,1,Palestinian,,[nan]
2010,Kenya,Rwanda,1665,281,2,,,,,1948,Rwanda,,['576']
2010,Kenya,Sudan,20528,6470,64,,,,,27062,Sudan,,['2922']
2010,Kenya,Senegal,1,,,,,,,1,Senegal,,[nan]
2010,Kenya,Somalia,351773,1435,6,,,,,353214,Somalia,,['281692']
2010,Kenya,United Rep. of Tanzania,12,24,,,,,,36,United Rep. of Tanzania,,['9']
2010,Kenya,Uganda,737,197,,,,,,934,Uganda,,['626']
2010,Kenya,South Africa,1,,,,,,,1,South Africa,,[nan]
2010,Kenya,Zimbabwe,5,2,,,,,,7,Zimbabwe,,[nan]
2010,Kyrgyzstan,Afghanistan,415,232,5,,,,,652,Afghanistan,,['236']
2010,Kyrgyzstan,China,3,9,,,,,,12,China,,[nan]
2010,Kyrgyzstan,India,,1,,,,,,1,India,,[]
2010,Kyrgyzstan,Iran (Islamic Rep. of),4,15,,,,,,19,Iran (Islamic Rep. of),,[nan]
2010,Kyrgyzstan,Iraq,1,,,,,,,1,Iraq,,[nan]
2010,Kyrgyzstan,Kazakhstan,,31,,,,,,31,Kazakhstan,,[]
2010,Kyrgyzstan,Kyrgyzstan,,,,80000.0,200000.0,21157,,301157,Kyrgyzstan,,[]
2010,Kyrgyzstan,Pakistan,,1,,,,,,1,Pakistan,,[]
2010,Kyrgyzstan,Dem. People's Rep. of Korea,3,,,,,,,3,Dem. People's Rep. of Korea,,[nan]
2010,Kyrgyzstan,Palestinian,,1,,,,,,1,Palestinian,,[]
2010,Kyrgyzstan,Russian Federation,,15,2,,,,,17,Russian Federation,,[]
2010,Kyrgyzstan,Syrian Arab Rep.,11,12,,,,,,23,Syrian Arab Rep.,,['69']
2010,Kyrgyzstan,Turkey,,2,,,,,,2,Turkey,,[nan]
2010,Kyrgyzstan,Uzbekistan,2021,235,,,,,,2256,Uzbekistan,,['12']
2010,Cambodia,Dem. Rep. of the Congo,1,,,,,,,1,Dem. Rep. of the Congo,,[nan]
2010,Cambodia,Algeria,1,,,,,,,1,Algeria,,[]
2010,Cambodia,Iraq,1,,,,,,,1,Iraq,,[nan]
2010,Cambodia,Sri Lanka,5,,,,,,,5,Sri Lanka,,['5']
2010,Cambodia,Myanmar,10,42,,,,,,52,Myanmar,,['19']
2010,Cambodia,Pakistan,1,7,,,,,,8,Pakistan,,['5']
2010,Cambodia,Sudan,1,,,,,,,1,Sudan,,[nan]
2010,Cambodia,Somalia,8,,,,,,,8,Somalia,,[nan]
2010,Cambodia,Viet Nam,101,2,,,,,,103,Viet Nam,,['32']
2010,Rep. of Korea,Afghanistan,7,16,,,,,,23,Afghanistan,,['37']
2010,Rep. of Korea,Angola,,1,,,,,,1,Angola,,[nan]
2010,Rep. of Korea,Burundi,1,,,,,,,1,Burundi,,['18']
2010,Rep. of Korea,Benin,,1,,,,,,1,Benin,,[nan]
2010,Rep. of Korea,Bangladesh,48,37,,,,,,85,Bangladesh,,['98']
2010,Rep. of Korea,China,17,15,,,,,,32,China,,['39']
2010,Rep. of Korea,C̫te d'Ivoire,13,4,,,,,,17,C̫te d'Ivoire,,['30']
2010,Rep. of Korea,Cameroon,6,13,,,,,,19,Cameroon,,['18']
2010,Rep. of Korea,Dem. Rep. of the Congo,31,12,,,,,,43,Dem. Rep. of the Congo,,['49']
2010,Rep. of Korea,Congo,,3,,,,,,3,Congo,,[nan]
2010,Rep. of Korea,Algeria,4,,,,,,,4,Algeria,,['5']
2010,Rep. of Korea,Egypt,2,1,,,,,,3,Egypt,,['19']
2010,Rep. of Korea,Eritrea,1,,,,,,,1,Eritrea,,[nan]
2010,Rep. of Korea,Ethiopia,29,5,,,,,,34,Ethiopia,,['130']
2010,Rep. of Korea,United Kingdom,,1,,,,,,1,United Kingdom,,[]
2010,Rep. of Korea,Ghana,4,2,,,,,,6,Ghana,,['6']
2010,Rep. of Korea,Guinea,,3,,,,,,3,Guinea,,[nan]
2010,Rep. of Korea,Gambia,,1,,,,,,1,Gambia,,[nan]
2010,Rep. of Korea,India,,5,,,,,,5,India,,[nan]
2010,Rep. of Korea,Iran (Islamic Rep. of),15,4,,,,,,19,Iran (Islamic Rep. of),,['48']
2010,Rep. of Korea,Iraq,6,1,,,,,,7,Iraq,,['27']
2010,Rep. of Korea,Kazakhstan,,2,,,,,,2,Kazakhstan,,[nan]
2010,Rep. of Korea,Kenya,1,5,,,,,,6,Kenya,,['5']
2010,Rep. of Korea,Kyrgyzstan,,53,,,,,,53,Kyrgyzstan,,[nan]
2010,Rep. of Korea,Rep. of Korea,,,,,,179,,179,Rep. of Korea,,[]
2010,Rep. of Korea,Liberia,1,10,,,,,,11,Liberia,,['9']
2010,Rep. of Korea,Sri Lanka,2,5,,,,,,7,Sri Lanka,,['8']
2010,Rep. of Korea,Morocco,,1,,,,,,1,Morocco,,[nan]
2010,Rep. of Korea,Mali,,1,,,,,,1,Mali,,['6']
2010,Rep. of Korea,Myanmar,119,46,,,,,,165,Myanmar,,['292']
2010,Rep. of Korea,Niger,1,,,,,,,1,Niger,,[nan]
2010,Rep. of Korea,Nigeria,4,9,,,,,,13,Nigeria,,['10']
2010,Rep. of Korea,Nepal,4,2,,,,,,6,Nepal,,['5']
2010,Rep. of Korea,Pakistan,8,134,,,,,,142,Pakistan,,['86']
2010,Rep. of Korea,Philippines,,2,,,,,,2,Philippines,,[nan]
2010,Rep. of Korea,Russian Federation,5,2,,,,,,7,Russian Federation,,['13']
2010,Rep. of Korea,Rwanda,2,,,,,,,2,Rwanda,,[nan]
2010,Rep. of Korea,Sudan,1,6,,,,,,7,Sudan,,['12']
2010,Rep. of Korea,Sierra Leone,,1,,,,,,1,Sierra Leone,,[nan]
2010,Rep. of Korea,Somalia,3,,,,,,,3,Somalia,,[nan]
2010,Rep. of Korea,Chad,,1,,,,,,1,Chad,,[nan]
2010,Rep. of Korea,Uganda,16,15,,,,,,31,Uganda,,['31']
2010,Rep. of Korea,Uzbekistan,7,2,,,,,,9,Uzbekistan,,['8']
2010,Rep. of Korea,Various/Unknown,,288,,,,,,288,Various/Unknown,,[]
2010,Rep. of Korea,South Africa,,1,,,,,,1,South Africa,,[nan]
2010,Rep. of Korea,Zimbabwe,,1,,,,,,1,Zimbabwe,,[nan]
2010,Kuwait,Afghanistan,,1794,,,,,,1794,Afghanistan,,[]
2010,Kuwait,Bangladesh,,3,,,,,,3,Bangladesh,,[]
2010,Kuwait,Dominica,,1,,,,,,1,Dominica,,[]
2010,Kuwait,Egypt,,7,,,,,,7,Egypt,,[nan]
2010,Kuwait,Eritrea,5,6,,,,,,11,Eritrea,,[nan]
2010,Kuwait,Ethiopia,,1,,,,,,1,Ethiopia,,[nan]
2010,Kuwait,Iran (Islamic Rep. of),30,106,,,,,,136,Iran (Islamic Rep. of),,['9']
2010,Kuwait,Iraq,123,794,,,,,,917,Iraq,,['328']
2010,Kuwait,Jordan,,8,,,,,,8,Jordan,,[nan]
2010,Kuwait,Kuwait,,,,,,93000,,93000,Kuwait,,[]
2010,Kuwait,Lebanon,,3,,,,,,3,Lebanon,,[nan]
2010,Kuwait,Sri Lanka,,5,,,,,,5,Sri Lanka,,[nan]
2010,Kuwait,Nepal,,5,,,,,,5,Nepal,,[]
2010,Kuwait,Pakistan,,8,,,,,,8,Pakistan,,[nan]
2010,Kuwait,Philippines,,2,,,,,,2,Philippines,,[nan]
2010,Kuwait,Palestinian,5,137,,,,,,142,Palestinian,,[nan]
2010,Kuwait,Russian Federation,,1,,,,,,1,Russian Federation,,[]
2010,Kuwait,Sudan,,2,,,,,,2,Sudan,,[nan]
2010,Kuwait,Somalia,17,149,,,,,,166,Somalia,,['227']
2010,Kuwait,Syrian Arab Rep.,4,13,,,,,,17,Syrian Arab Rep.,,['44']
2010,Kuwait,Stateless,,230,,,,,,230,Stateless,,[nan]
2010,Lebanon,Afghanistan,9,6,,,,,,15,Afghanistan,,['22']
2010,Lebanon,Armenia,1,,,,,,,1,Armenia,,[nan]
2010,Lebanon,Dem. Rep. of the Congo,,3,,,,,,3,Dem. Rep. of the Congo,,['5']
2010,Lebanon,Congo,,1,,,,,,1,Congo,,[nan]
2010,Lebanon,Algeria,5,1,,,,,,6,Algeria,,[nan]
2010,Lebanon,Egypt,11,20,,,,,,31,Egypt,,['66']
2010,Lebanon,Eritrea,7,1,,,,,,8,Eritrea,,['20']
2010,Lebanon,Ethiopia,16,8,,,,,,24,Ethiopia,,['30']
2010,Lebanon,United Kingdom,1,,,,,,,1,United Kingdom,,[]
2010,Lebanon,Iran (Islamic Rep. of),40,10,,,,,,50,Iran (Islamic Rep. of),,['33']
2010,Lebanon,Iraq,7630,647,40,,,,,8317,Iraq,,['5695']
2010,Lebanon,Jordan,20,13,,,,,,33,Jordan,,['32']
2010,Lebanon,Kuwait,1,,,,,,,1,Kuwait,,[nan]
2010,Lebanon,Liberia,,1,,,,,,1,Liberia,,[nan]
2010,Lebanon,Libya,1,,,,,,,1,Libya,,['12']
2010,Lebanon,Sri Lanka,11,1,,,,,,12,Sri Lanka,,[nan]
2010,Lebanon,Morocco,,1,,,,,,1,Morocco,,[nan]
2010,Lebanon,Madagascar,1,1,,,,,,2,Madagascar,,[nan]
2010,Lebanon,Philippines,18,,,,,,,18,Philippines,,[nan]
2010,Lebanon,Palestinian,37,1,,,,,,38,Palestinian,,[nan]
2010,Lebanon,Romania,1,,,,,,,1,Romania,,[nan]
2010,Lebanon,Russian Federation,1,,,,,,,1,Russian Federation,,[nan]
2010,Lebanon,Saudi Arabia,1,,,,,,,1,Saudi Arabia,,['10']
